Name,Address 1,City,State,ZipCode,DistanceFromSearchedZipCode,SearchedZipCode,ServiceType,Phone,Hours,County
Catholic Charities,2220 Central Avenue,Kansas,City,KS,Distance: 3.10 Miles,66117, Pantry,913-433-2100,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 4:00 PM
Tuesday - every week
8:30 AM - 4:00 PM
Wednesday - every week
8:30 AM - 4:00 PM
Thursday - every week
8:30 AM - 4:00 PM
Friday - every week
8:30 AM - 4:00 PM
Closed
Sunday, Saturday",Wyandotte
Greater Jerusalem Baptist Church,1610 N 10th Street,Kansas,City,KS,Distance: 3.10 Miles,66117, Pantry,913-371-1487,"PLEASE CALL TO CONFIRM HOURS
Wednesday - every week
5:00 PM - 7:30 PM
Saturday - every week
3:00 PM - 5:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday",Wyandotte
Agape Multicultural SDA,1117 North 28th Street,Kansas,City,KS,Distance: 3.10 Miles,66117, Pantry,913-306-4455,"PLEASE CALL TO CONFIRM HOURS
Saturday - April 4 and 4th Saturday
3:00 PM - 5:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
Bethel Neighborhood Center,1916 Central Avenue,Kansas,City,KS,Distance: 3.10 Miles,66117, Pantry,913-371-8218,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 3:00 PM
Tuesday - every week
9:00 AM - 3:00 PM
Wednesday - every week
9:00 AM - 12:30 PM
Thursday - every week
9:00 AM - 3:00 PM
Friday - every week
9:00 AM - 3:00 PM
Closed
Sunday, Saturday",Wyandotte
Salvation Army,6721 State Avenue,Kansas,City,KS,Distance: 3.10 Miles,66117, Pantry,913-957-5900,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:00 AM - 4:30 PM
Tuesday - every week
8:00 AM - 4:30 PM
Wednesday - every week
9:30 AM - 6:00 PM
Thursday - every week
8:00 AM - 4:30 PM
Friday - every week
8:00 AM - 4:30 PM
Closed
Sunday, Saturday",Wyandotte
Carry The Cross,5517 Freeman Avenue,Kansas,City,KS,Distance: 3.10 Miles,66117, Pantry,913-515-0045,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
5:00 PM - 8:30 PM
Thursday - every week
9:00 AM - 9:00 PM
Closed
Sunday, Tuesday, Wednesday, Friday, Saturday",Wyandotte
Grandview Park,1613 Wilson Boulevard,Kansas,City,KS,Distance: 3.10 Miles,66117, Pantry,816-804-7944,"PLEASE CALL TO CONFIRM HOURS
Saturday - 1st and 3rd Week
9:30 AM - 11:00 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
Giving Hope KC,6640 State Avenue,Kansas,City,KS,Distance: 3.10 Miles,66117, Pantry,913-291-9031,"PLEASE CALL TO CONFIRM HOURS
Saturday - every week
9:00 AM - 12:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
New Creations of Faith,1060 Freeman Avenue,Kansas,City,KS,Distance: 3.10 Miles,66117, Pantry,913-281-1578,"PLEASE CALL TO CONFIRM HOURS
Tuesday - 3rd Week
1:00 PM - 3:00 PM
Closed
Sunday, Monday, Wednesday, Thursday, Friday, Saturday",Wyandotte
Full Joy Ministries Church,906 N 17th Street,Kansas,City,KS,Distance: 3.10 Miles,66117, Moblie Distribution,913-281-8995,"PLEASE CALL TO CONFIRM HOURS
Thursday - 2nd Week
9:00 AM - 12:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Friday, Saturday",Wyandotte
Catholic Charities,2220 Central Avenue,Kansas,City,KS,Distance: 3.10 Miles,66117, Pantry,913-432-3141,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 4:30 PM
Tuesday - every week
8:30 AM - 4:30 PM
Wednesday - every week
8:30 AM - 4:30 PM
Thursday - every week
8:30 AM - 4:30 PM
Friday - every week
8:30 AM - 4:30 PM
Closed
Sunday, Saturday",Wyandotte
Vineyard Church Outreach,1520 Clay Street,North,Kansas,City,Distance: 3.70 Miles,66117, Moblie Distribution,816-734-8100,"PLEASE CALL TO CONFIRM HOURS
Saturday - 5th Week
8:00 AM - 9:30 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
North Kansas City YMCA - Please note the agency is closed the week of March 16,1999 Iron Street,North,Kansas,City,Distance: 3.70 Miles,66117, Pantry,816-300-0531,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
5:00 PM - 7:00 PM
Tuesday - every week
8:00 AM - 9:00 AM
Wednesday - every week
5:00 PM - 7:00 PM
Thursday - every week
8:00 AM - 9:00 AM
Friday - every week
5:00 PM - 7:00 PM
Saturday - every week
9:00 AM - 11:00 PM
Closed
Sunday",Wyandotte
Northland Assistance Center,2018 Gentry Street,North,Kansas,City,Distance: 3.70 Miles,66117, Pantry,816-421-2243,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
10:00 AM - 3:00 PM
Tuesday - every week
10:00 AM - 3:00 PM
Wednesday - every week
10:00 AM - 3:00 PM
Thursday - every week
10:00 AM - 3:00 PM
Friday - every week
10:00 AM - 3:00 PM
Closed
Sunday, Saturday",Wyandotte
Mimi's Pantry - Please note no Saturday hours in April.,2255 NW Vivion Road,Riverside,MO,64150,Distance: 3.80 Miles,66117, Pantry,816-735-0220,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
4:00 PM - 6:00 PM
Wednesday - every week
10:00 AM - 12:00 PM
Closed
Sunday, Tuesday, Thursday, Friday, Saturday",Wyandotte
Our Savior Lutheran Church,4153 Rainbow Boulevard,Kansas,City,KS,Distance: 4.10 Miles,66117, Pantry,913-236-6228,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 11:15 AM
Tuesday - every week
9:00 AM - 11:15 AM
Wednesday - every week
9:00 AM - 11:15 AM
Closed
Sunday, Thursday, Friday, Saturday",Wyandotte
Franklin Center Inc.,1403 Metropolitan Avenue,Kansas,City,KS,Distance: 4.10 Miles,66117, Moblie Distribution,913-213-3250,"PLEASE CALL TO CONFIRM HOURS
Wednesday - 2nd Week
2:00 PM - 4:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
Saint Paul's Pantry (KCMO),11 E 40th Street,Kansas,City,MO,Distance: 4.40 Miles,66117, Pantry,816-292-8148,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
10:00 AM - 12:00 PM
Wednesday - every week
5:30 PM - 7:30 PM
Friday - every week
10:00 AM - 12:00 PM
Closed
Sunday, Monday, Thursday, Saturday",Wyandotte
Salvation Army,101 W Linwood Boulevard,Kansas,City,MO,Distance: 4.40 Miles,66117, Pantry,816-756-2769,"PLEASE CALL TO CONFIRM HOURS
Wednesday - every week
9:00 AM - 4:30 PM
Thursday - every week
9:00 AM - 4:30 PM
Friday - every week
9:00 AM - 4:30 PM
Closed
Sunday, Monday, Tuesday, Saturday",Wyandotte
Guardian Angels Church,1310 Westport Road,Kansas,City,MO,Distance: 4.40 Miles,66117, Pantry,816-931-4351,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 12:00 PM
Tuesday - every week
9:00 AM - 12:00 PM
1:00 PM - 3:00 PM
Wednesday - every week
9:00 AM - 12:00 PM
1:00 PM - 3:00 PM
Thursday - every week
9:00 AM - 12:00 PM
1:00 PM - 3:00 PM
Closed
Sunday, Friday, Saturday",Wyandotte
Redemptorist Center,207 W Linwood Boulevard,Kansas,City,MO,Distance: 4.40 Miles,66117, Pantry,816-931-9942,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
10:00 AM - 12:00 PM
Tuesday - every week
10:00 AM - 12:00 PM
Wednesday - every week
10:00 AM - 12:00 PM
Thursday - every week
10:00 AM - 12:00 PM
Closed
Sunday, Friday, Saturday",Wyandotte
Heart of America Indian Center,600 W 39th Street,Kansas,City,MO,Distance: 4.40 Miles,66117, Pantry,816-421-7608,"PLEASE CALL TO CONFIRM HOURS
Tuesday - Weekly - By appointment only
10:00 AM - 1:30 PM
Closed
Sunday, Monday, Wednesday, Thursday, Friday, Saturday",Wyandotte
Salvation Army,500 W 39th Street,Kansas,City,MO,Distance: 4.40 Miles,66117, Pantry,816-753-6040,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
1:30 PM - 2:30 PM
Wednesday - every week
10:00 AM - 11:00 AM
Thursday - every week
1:30 PM - 2:30 PM
Closed
Sunday, Monday, Friday, Saturday",Wyandotte
Saint Paul's Pantry TEFAP,11 East 40th Street,Kansas,City,MO,Distance: 4.40 Miles,66117, Pantry,816-807-6024,"PLEASE CALL TO CONFIRM HOURS
Saturday - Monthly
10:00 AM - 12:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
Heart of America Indian Center,600 West 39th Street,Kansas,City,MO,Distance: 4.40 Miles,66117, Pantry,816-421-7608,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 4:30 PM
Tuesday - every week
8:30 AM - 4:30 PM
Wednesday - every week
8:30 AM - 4:30 PM
Thursday - every week
8:30 AM - 4:30 PM
Friday - every week
8:30 AM - 4:30 PM
Closed
Sunday, Saturday",Wyandotte
Guardian Angels Church,1310 Westport Road,Kansas,City,MO,Distance: 4.40 Miles,66117, Pantry,816-931-4351,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
9:00 AM - 12:00 PM
1:00 PM - 3:00 PM
Wednesday - every week
9:00 AM - 12:00 PM
1:00 PM - 3:00 PM
Thursday - every week
9:00 AM - 12:00 PM
1:00 PM - 3:00 PM
Closed
Sunday, Monday, Friday, Saturday",Wyandotte
The Salvation Army,3013 East 9th Street Post Office Box 240049,Kansas,City,MO,Distance: 4.50 Miles,66117, On-site Meals,816-483-8484,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
11:30 AM - 1:00 PM
Tuesday - every week
11:30 AM - 1:00 PM
Wednesday - every week
11:30 AM - 1:00 PM
Thursday - every week
11:30 AM - 1:00 PM
Friday - every week
11:30 AM - 1:00 PM
Closed
Sunday, Saturday",Wyandotte
Newhouse Inc,660 Brooklyn Avenue,Kansas,City,MO,Distance: 4.50 Miles,66117, On-site Meals,816-462-0505,"PLEASE CALL TO CONFIRM HOURS
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Wyandotte
Salvation Army Eastside,3013 E 9th Street,Kansas,City,MO,Distance: 4.50 Miles,66117, Pantry,816-483-8484,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 4:30 PM
Tuesday - every week
9:00 AM - 3:00 PM
Wednesday - every week
9:00 AM - 4:30 PM
Thursday - every week
9:00 AM - 12:00 PM
Friday - every week
9:00 AM - 4:30 PM
Closed
Sunday, Saturday",Wyandotte
Gathering Table SAWC,5009 Independence Avenue,Kansas,City,MO,Distance: 4.50 Miles,66117, On-site Meals,785-643-7697,"PLEASE CALL TO CONFIRM HOURS
Sunday - every week
10:00 AM - 12:00 PM
Wednesday - every week
8:15 AM - 10:00 AM
Saturday - every week
9:00 AM - 12:00 PM
Closed
Monday, Tuesday, Thursday, Friday",Wyandotte
Independence Boulevard,606 Gladstone Boulevard,Kansas,City,MO,Distance: 4.50 Miles,66117, On-site Meals,816-231-0016,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
5:30 PM - 7:00 PM
Closed
Sunday, Tuesday, Wednesday, Thursday, Friday, Saturday",Wyandotte
Salvation Army Eastside,3013 E 9th Street Post Office Box 240049,Kansas,City,MO,Distance: 4.50 Miles,66117, On-site Meals,816-483-8484,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
11:30 AM - 12:30 PM
Tuesday - every week
11:30 AM - 12:30 PM
Wednesday - every week
11:30 AM - 12:30 PM
Thursday - every week
11:30 AM - 12:30 PM
Friday - every week
11:30 AM - 12:30 PM
Closed
Sunday, Saturday",Wyandotte
The Reola Grant Center,5010 Leavenworth Road,Kansas,City,KS,Distance: 4.60 Miles,66117, Pantry,913-948-4040,"PLEASE CALL TO CONFIRM HOURS
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Wyandotte
Roswell Pantry,3004 N 27th Street,Kansas,City,KS,Distance: 4.60 Miles,66117, Pantry,913-621-0435,"PLEASE CALL TO CONFIRM HOURS
Saturday - 3rd Week
10:00 AM - 12:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
Victorious Life Church,3400 Paseo Boulevard,Kansas,City,MO,Distance: 4.70 Miles,66117, Pantry,816-561-3619,"PLEASE CALL TO CONFIRM HOURS
Sunday - 2nd and 4th Week
12:00 PM - 3:00 PM
Closed
Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Wyandotte
Vernell's Pantry,3634 Brooklyn Avenue,Kansas,City,MO,Distance: 4.70 Miles,66117, Pantry,816-923-5815,"PLEASE CALL TO CONFIRM HOURS
Saturday - 2nd and 4th Week
10:00 AM - 2:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
Central Presbyterian Church,3501 Campbell Street,Kansas,City,MO,Distance: 4.70 Miles,66117, Pantry,816-931-2515,"PLEASE CALL TO CONFIRM HOURS
Wednesday - every week
8:00 AM - 12:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
Linwood United Church,3151 Olive Street,Kansas,City,MO,Distance: 4.70 Miles,66117, Pantry,816-923-3213,"PLEASE CALL TO CONFIRM HOURS
Friday - every week
10:00 AM - 12:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Saturday",Wyandotte
MLM - Central,3031 Holmes Street,Kansas,City,MO,Distance: 4.70 Miles,66117, Pantry,816-285-3141,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 11:00 AM
Tuesday - every week
8:30 AM - 11:00 AM
Wednesday - every week
8:30 AM - 11:00 AM
Thursday - every week
8:30 AM - 11:00 AM
Friday - every week
8:30 AM - 11:00 AM
Closed
Sunday, Saturday",Wyandotte
New Start,3511 Forest Avenue,Kansas,City,MO,Distance: 4.70 Miles,66117, Pantry,816-472-5664,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 4:00 PM
Tuesday - every week
9:00 AM - 4:00 PM
Wednesday - every week
9:00 AM - 1:00 PM
Thursday - every week
9:00 AM - 4:00 PM
Closed
Sunday, Friday, Saturday",Wyandotte
Metropolitan Missionary B.C.,2310 E Linwood Boulevard,Kansas,City,MO,Distance: 4.70 Miles,66117, Pantry,816-923-3689,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
9:00 AM - 12:00 PM
Closed
Sunday, Monday, Wednesday, Thursday, Friday, Saturday",Wyandotte
Bainbridge Apartments,908 E Armour Boulevard,Kansas,City,MO,Distance: 4.70 Miles,66117, Pantry,816-807-5522,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 5:00 PM
Tuesday - every week
9:00 AM - 5:00 PM
Wednesday - every week
9:00 AM - 5:00 PM
Thursday - every week
9:00 AM - 5:00 PM
Friday - every week
9:00 AM - 5:00 PM
Closed
Sunday, Saturday",Wyandotte
Lazarus Ministries,3151 Olive Street,Kansas,City,MO,Distance: 4.70 Miles,66117, On-site Meals,816-531-3138,"PLEASE CALL TO CONFIRM HOURS
Saturday - every week
11:00 AM - 12:30 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
True Light Family Resource,712 E 31st Street,Kansas,City,MO,Distance: 4.70 Miles,66117, On-site Meals,816-561-1700,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 5:30 PM
Tuesday - every week
8:30 AM - 5:30 PM
Wednesday - every week
8:30 AM - 5:30 PM
Thursday - every week
8:30 AM - 5:30 PM
Friday - every week
8:30 AM - 5:30 PM
Saturday - every week
8:30 AM - 5:30 PM
Closed
Sunday",Wyandotte
Linwood United Church,3151 Olive Street,Kansas,City,MO,Distance: 4.70 Miles,66117, On-site Meals,816-923-3213,"PLEASE CALL TO CONFIRM HOURS
Wednesday - every week
12:30 PM - 1:30 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
Victorious Life Church,3400 Paseo Boulevard,Kansas,City,MO,Distance: 4.70 Miles,66117, Moblie Distribution,816-561-3619,"PLEASE CALL TO CONFIRM HOURS
Saturday - 5th Week
10:00 AM - 12:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
MLM,3031 Holmes Street,Kansas,City,MO,Distance: 4.70 Miles,66117, Pantry,816-931-0027,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 11:00 AM
Tuesday - every week
8:30 AM - 11:00 AM
Wednesday - every week
8:30 AM - 11:00 AM
Thursday - every week
8:30 AM - 11:00 AM
Friday - every week
8:30 AM - 11:00 AM
Closed
Sunday, Saturday",Wyandotte
Mountaintop Inc.,1700 E. Linwood Boulevard,Kansas,City,MO,Distance: 4.70 Miles,66117, Pantry,816-241-1431,"PLEASE CALL TO CONFIRM HOURS
Wednesday - every week
2:00 PM - 4:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
Lazarus Ministries,3151 Olive Street,Kansas,City,MO,Distance: 4.70 Miles,66117, On-site Meals,816-842-3484,"PLEASE CALL TO CONFIRM HOURS
Saturday - every week
11:30 AM - 12:30 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
Harvest Church,4300 North Corrington,Kansas,City,MO,Distance: 4.90 Miles,66117, Moblie Distribution,816-455-7777,"PLEASE CALL TO CONFIRM HOURS
Saturday - 2nd Week
11:30 AM - 1:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
Avondale United Methodist,3135 NE Winn Road,Kansas,City,MO,Distance: 4.90 Miles,66117, Pantry,816-452-3518,"PLEASE CALL TO CONFIRM HOURS
Wednesday - every week
9:00 AM - 11:45 AM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
Guadalupe Center Incorporated,1512 Van Brunt,Kansas,City,MO,Distance: 4.90 Miles,66117, Pantry,816-949-9011,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 4:00 PM
Tuesday - every week
9:00 AM - 4:00 PM
Wednesday - every week
9:00 AM - 4:00 PM
Thursday - every week
9:00 AM - 4:00 PM
Friday - every week
9:00 AM - 4:00 PM
Closed
Sunday, Saturday",Wyandotte
Seton Center,2816 E 23rd Street,Kansas,City,MO,Distance: 4.90 Miles,66117, Pantry,816-581-4710,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 11:30 PM
12:30 PM - 3:00 PM
Tuesday - every week
8:30 AM - 11:30 PM
12:30 PM - 3:00 PM
Wednesday - every week
8:30 AM - 11:30 PM
12:30 PM - 3:00 PM
Thursday - every week
8:30 AM - 11:30 PM
12:30 PM - 3:00 PM
Friday - every week
8:30 AM - 11:30 PM
12:30 PM - 3:00 PM
Closed
Sunday, Saturday",Wyandotte
Della Lamb Community Services,500 Woodland Avenue,Kansas,City,MO,Distance: 4.90 Miles,66117, Pantry,816-842-8040,"PLEASE CALL TO CONFIRM HOURS
Friday - every week
8:30 AM - 12:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Saturday",Wyandotte
Hope City,5101 E 24th Street,Kansas,City,MO,Distance: 4.90 Miles,66117, Pantry,816-241-9931,"PLEASE CALL TO CONFIRM HOURS
Wednesday - every week
1:30 PM - 5:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
True Faith Outreach,3206 E 27th Street,Kansas,City,MO,Distance: 4.90 Miles,66117, Pantry,816-923-7262,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
1:30 PM - 3:30 PM
Wednesday - every week
1:30 PM - 3:30 PM
Thursday - Last Week Of The Month
3:30 PM - 6:30 PM
Closed
Sunday, Monday, Friday, Saturday",Wyandotte
Nowlin Hall,1905 Hardesty Avenue,Kansas,City,MO,Distance: 4.90 Miles,66117, Pantry,816-405-8797,"PLEASE CALL TO CONFIRM HOURS
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Wyandotte
Morning Star Baptist Church,2411 E 27th Street,Kansas,City,MO,Distance: 4.90 Miles,66117, Pantry,816-923-3559,"PLEASE CALL TO CONFIRM HOURS
Wednesday - 3rd Week
11:00 AM - 1:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
Seton Center,2816 East 23rd Street,Kansas,City,MO,Distance: 4.90 Miles,66117, Pantry,816-581-4710,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 11:30 AM
12:30 PM - 3:00 PM
Tuesday - every week
8:30 AM - 11:30 AM
12:30 PM - 3:00 PM
Wednesday - every week
8:30 AM - 11:30 AM
12:30 PM - 3:00 PM
Thursday - every week
8:30 AM - 11:30 AM
12:30 PM - 3:00 PM
Friday - every week
8:30 AM - 11:30 AM
12:30 PM - 3:00 PM
Closed
Sunday, Saturday",Wyandotte
Sheffield Family Life Center,5700 Winner Road,Kansas,City,MO,Distance: 4.90 Miles,66117, Moblie Distribution,816-241-4831,"PLEASE CALL TO CONFIRM HOURS
Saturday - 1st Week
8:45 AM - 11:00 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
Hope City,5101 E 24th Street,Kansas,City,MO,Distance: 4.90 Miles,66117, On-site Meals,816-241-9931,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
12:00 PM - 1:00 PM
7:30 PM - 8:30 PM
Tuesday - every week
12:00 PM - 1:00 PM
Wednesday - every week
12:00 PM - 1:00 PM
Thursday - every week
12:00 PM - 1:00 PM
Friday - every week
12:00 PM - 1:00 PM
7:30 PM - 8:30 PM
Closed
Sunday, Saturday",Wyandotte
Galilee M B C,3601 E 19th Street,Kansas,City,MO,Distance: 4.90 Miles,66117, Pantry,816-231-6894,"PLEASE CALL TO CONFIRM HOURS
Sunday - 2nd, 3rd, and 4th Weekly
10:00 AM - 2:00 PM
Wednesday - 2nd and 4th Week
12:00 PM - 6:00 PM
Closed
Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
Oakland Heights,2409 Michigan,Kansas,City,MO,Distance: 4.90 Miles,66117, Pantry,816-405-8967,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
10:00 AM - 2:00 PM
Wednesday - every week
10:00 AM - 2:00 PM
Closed
Sunday, Tuesday, Thursday, Friday, Saturday",Wyandotte
Guadalupe Center Inc,1512 Van Brunt,Kansas,City,MO,Distance: 4.90 Miles,66117, Pantry,816-949-9011,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 4:00 PM
Tuesday - every week
9:00 AM - 4:00 PM
Wednesday - every week
9:00 AM - 4:00 PM
Thursday - every week
9:00 AM - 4:00 PM
Friday - every week
9:00 AM - 4:00 PM
Closed
Sunday, Saturday",Wyandotte
Morning Star Development,2411 East 27 Street,Kansas,City,MO,Distance: 4.90 Miles,66117, Pantry,816-805-7551,"PLEASE CALL TO CONFIRM HOURS
Wednesday - every week
11:45 AM - 1:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
Morning Star Development Kitchen,2411 East 27 Street,Kansas,City,MO,Distance: 4.90 Miles,66117, On-site Meals,,"PLEASE CALL TO CONFIRM HOURS
Wednesday - every week
11:45 AM - 1:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
New Bethel Community Service,745 Walker Avenue,Kansas,City,KS,Distance: 1.30 Miles,66118, Pantry,913-281-1993,"PLEASE CALL TO CONFIRM HOURS
Wednesday - 1st and 3rd Week
2:00 PM - 4:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
MLM - Wyandotte,722 Reynolds Avenue,Kansas,City,KS,Distance: 1.30 Miles,66118, Pantry,913-342-8333,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 11:00 AM
Tuesday - every week
8:00 AM - 11:00 AM
Wednesday - every week
8:00 AM - 11:00 AM
Thursday - every week
8:00 AM - 11:00 AM
Friday - every week
8:00 AM - 11:00 AM
Closed
Sunday, Saturday",Wyandotte
Young Memorial Church,2401 N 9th Street,Kansas,City,KS,Distance: 1.30 Miles,66118, Pantry,913-321-5526,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
1:30 PM - 5:00 PM
Closed
Sunday, Monday, Wednesday, Thursday, Friday, Saturday",Wyandotte
MLM,722 Reynolds Avenue,Kansas,City,KS,Distance: 1.30 Miles,66118, Pantry,816-931-0027,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 11:00 AM
Tuesday - every week
8:30 AM - 11:00 AM
Wednesday - every week
8:30 AM - 11:00 AM
Thursday - every week
8:30 AM - 11:00 AM
Friday - every week
8:30 AM - 11:00 AM
Closed
Sunday, Saturday",Wyandotte
Made Men,1211 N. 8th St.,Kansas,City,KS,Distance: 1.30 Miles,66118, Pantry,913-521-9400,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 4:00 PM
Tuesday - every week
9:00 AM - 4:00 PM
Wednesday - every week
9:00 AM - 4:00 PM
Thursday - every week
9:00 AM - 4:00 PM
Friday - every week
9:00 AM - 4:00 PM
Saturday - every week
9:00 AM - 12:00 PM
Closed
Sunday",Wyandotte
